123325.0000,6325.79,"N",1023.46,"E",1,9,56.8,"M",2.54,"N",4.7,"K",,"T",,"M",18.7,17.2,86.8,100.9,-0.88,,,,,,,,,,,,,,,,,,,,,
123326.0000,6325.8,"N",1023.46,"E",1,9,59.7,"M",2.81,"N",5.2,"K",,"T",,"M",18.7,17.7,86.5,100.9,-0.88,,,,,,,,,,,,,,,,,,,,,
123328.0000,6325.8,"N",1023.46,"E",1,9,63,"M",,"N",4.9,"K",,"T",,"M",18.7,17.8,86.2,100.8,-1,,,,,,,,,,,,,,,,,,,,,
123329.0000,6325.8,"N",1023.46,"E",1,9,63.3,"M",,"N",5,"K",,"T",,"M",18.7,17.8,85.9,100.9,-1,,,,,,,,,,,,,,,,,,,,,
123330.0000,6325.8,"N",1023.46,"E",1,9,63.8,0,0,995,5,4554,54,,9,,18.7,17.8,85.9,100.9,-1,,,,,,,,,,,,,,,,,,,,,
123331.0000,6325.8,"N",1023.45,"E",1,9,65.2,"M",,"N",4.8,"K",,"T",,"M",18.7,17.8,86.5,100.9,-0.77,,,,,,,,,,,,,,,,,,,,,
123332.0000,6325.8,"N",1023.45,"E",1,9,67,"M",3.1,"N",5.7,"K",,"T",,"M",18.7,17.8,85.6,100.9,-0.99,,,,,,,,,,,,,,,,,,,,,
123333.0000,6325.8,"N",1023.45,"E",1,9,67.7,"M",2.52,"N",4.7,"K",,"T",,"M",18.7,17.8,84.2,100.9,-0.99,,,,,,,,,,,,,,,,,,,,,
123334.0000,6325.8,"N",1023.45,"E",1,9,66,"M",2.46,"N","4.6123335.000",0,0,0.8,37,"01 18.7",18.7,17.8,85,100.9,-0.99,,,,,,,,,,,,,,,,,,,,,
123336.0000,6325.8,"N",1023.46,"E",1,9,65.5,"M",,"N",4.1,"K",,"T",,"M",18.7,17.8,84.7,100.8,-1,,,,,,,,,,,,,,,,,,,,,
123337.0000,6325.81,"N",1023.46,"E",1,8,64.9,"M",,0,0,4,"N",3.46,4580,,18.7,17.8,84.4,100.8,-1,,,,,,,,,,,,,,,,,,,,,
123338.0000,6325.81,"N",1023.46,"E",1,9,65.7,"M",2.37,"N",4.4,"K",,"T",,"M",18.7,17.8,84.7,100.9,-0.99,,,,,,,,,,,,,,,,,,,,,
123339.0000,6325.81,"N",1023.46,"E",1,9,64,"M",1.98,"N",3.7,"K",,"T",,"M",18.7,17.8,84.4,100.9,-1,,,,,,,,,,,,,,,,,,,,,
123340.0000,6325.81,"N",1023.46,"E",1,9,61.9,"M",1.52,"N",2.8,"K",,"T",,"M",18.7,17.8,84.7,100.9,-1,,,,,,,,,,,,,,,,,,,,,
123341.0000,6325.81,"N",1023.46,"E",1,9,60.8,"M",1.3,"N",2.4,"K",,"T",,"M",18.7,17.8,84.4,100.8,-1.11,,,,,,,,,,,,,,,,,,,,,
123343.0000,6325.81,"N",1023.47,"E",1,8,57.3,"M",,"N",2.8,"K",,"T",,"M",18.7,17.8,84.4,100.8,-1,,,,,,,,,,,,,,,,,,,,,
123346.0000,6325.81,"N",1023.47,"E",1,7,52.4,"M",,"N",1.4,"K",,"T",,"M",18.7,17.8,84.4,100.9,-1,,,,,,,,,,,,,,,,,,,,,
123347.0000,6325.81,"N",1023.47,"E",1,7,52,"M",0.25,"N",0.5,"K",,"T",,"M",18.7,17.8,84.4,100.9,-1,,,,,,,,,,,,,,,,,,,,,
123348.0000,6325.81,"N",1023.47,"E",1,7,51.8,"M",0.1,"N",0.2,"K",,"T",,"M",18.7,17.8,84.4,100.9,-1,,,,,,,,,,,,,,,,,,,,,
123350.0000,6325.81,"N",1023.47,"E",1,7,49.2,"M",,"N",0.4,"K",,"T",,"M",18.7,17.8,84.4,100.9,-1,,,,,,,,,,,,,,,,,,,,,
123351.0000,6325.81,"N",1023.47,"E",1,6,49,"M",,"N",0.3,"K",,"T",,"M",18.8,17.8,84.4,100.9,-1,,,,,,,,,,,,,,,,,,,,,
123352.0000,6325.81,"N",1023.47,"E",1,7,48.2,"M",,"N",0.5,"K",,"T",,"M",18.7,17.8,84.4,100.8,-1,,,,,,,,,,,,,,,,,,,,,
123353.0000,6325.81,"N",1023.47,"E",1,8,48.1,"M",0.43,"N",0.8,"K",,"T",,"M",18.8,17.4,84.4,100.9,-0.99,,,,,,,,,,,,,,,,,,,,,
123354.0000,6325.81,"N",1023.47,"E",1,7,45.5,"M",0.27,"N",0.5,"K",,"T",,"M",18.8,17.1,84.4,100.9,-0.99,,,,,,,,,,,,,,,,,,,,,
123355.0000,6325.81,"N",1023.47,"E",1,7,43.7,"M",0.9,"N",1.7,"K",,"T",,"M",18.8,17.1,84.4,100.9,-1,,,,,,,,,,,,,,,,,,,,,
123358.0000,6325.8,"N",1023.47,"E",1,7,37.6,"M",,0,0,6,"N",3.47,4722,,19.2,17.1,84.4,100.9,-0.99,,,,,,,,,,,,,,,,,,,,,
123359.0000,6325.8,"N",1023.47,"E",1,7,36.8,"M",,"N",0.7,"K",,3359,59,,18.8,17.1,85,100.9,-1,,,,,,,,,,,,,,,,,,,,,
123400.0000,6325.8,"N",1023.47,"E",1,7,35.4,"M",0.73,"N",1.3,"K",,"T",,"M",19,17.1,84.4,100.9,-0.99,,,,,,,,,,,,,,,,,,,,,
123401.0000,6325.8,"N",1023.47,"E",1,7,3123401,,325.8,,1023.47,"E",1,4.7,7,,18.9,17.1,84.7,100.9,-0.88,,,,,,,,,,,,,,,,,,,,,
123402.0000,6325.8,"N",1023.47,"E",1,7,34.3,"M",1.03,"N",1.9,"K",,"T",,"M",19.2,17.1,85.6,100.9,-0.99,,,,,,,,,,,,,,,,,,,,,
123403.0000,6325.8,"N",1023.47,"E",1,7,34.7,"M",0.39,"N",0.7,"K",,"T",,"M",18.8,17.1,85.9,100.9,-1.11,,,,,,,,,,,,,,,,,,,,,
123405.0000,6325.8,"N",1023.47,"E",1,8,35.5,"M",,"N",0.5,"K",,"T",,"M",19.3,17.1,86.2,100.9,-1.11,,,,,,,,,,,,,,,,,,,,,
123406.0000,6325.8,"N",1023.47,"E",1,8,34.7,"M",,"N",0.5,"K",,"T",,"M",19.1,17.2,86.2,100.9,-1,,,,,,,,,,,,,,,,,,,,,
123407.0000,6325.8,"N",1023.47,"E",1,8,34.5,"M",,"N",2,"K",,"T",,"M1 19.0",19,17.2,86.8,100.9,-0.77,,,,,,,,,,,,,,,,,,,,,
123408.0000,6325.8,"N",1023.48,"E",1,8,32.2,"M",1.86,"N",3.4,"K",,"T",,"M",19,17.6,86.2,100.8,-0.88,,,,,,,,,,,,,,,,,,,,,
123409.0000,6325.8,"N",1023.48,"E",1,8,30.6,"M",1.95,"N",3.6,"K",,"T",,"M",19.3,17.8,86.8,100.8,-0.99,,,,,,,,,,,,,,,,,,,,,
123410.0000,6325.8,"N",1023.48,"E",1,8,29.8,"M",2.18,"N",4,"K",,"T",,"M",19.1,17.8,86.8,100.9,-1,,,,,,,,,,,,,,,,,,,,,
123413.0000,6325.8,"N","01023.4123413.000",13,0,0,6325.8,,1023.48,"E",1,,,,93,,19.3,17.8,86.8,100.9,-1.99,,,,,,,,,,,,,,,,,,,,,
123414.0000,6325.8,"N",1023.49,"E",1,8,33.7,"M",,"N",2.9,23414,414,0,"6325.804 19.3","04 19.3",19.3,17.8,86.8,100.8,-1.22,,,,,,,,,,,,,,,,,,,,,
123415.0000,6325.81,"N",1023.49,"E",1,9,34.5,"M",2.26,"N",4.2,"K",,"T",,"M",19.4,17.8,86.8,100.8,-1.22,,,,,,,,,,,,,,,,,,,,,
123416.0000,6325.81,"N",1023.49,"E",1,9,34,"M",,23416,416,25.81,0.81,"N","01023.48 19.5","48 19.5",19.5,17.8,86.8,100.9,-0.88,,,,,,,,,,,,,,,,,,,,,
123417.0000,6325.81,"N",1023.49,"E",1,9,34.7,"M",1.31,"N",2.4,"K",,"T",,"M",19.4,17.8,86.8,100.9,-0.99,,,,,,,,,,,,,,,,,,,,,
123418.0000,6325.81,"N",1023.49,"E",1,9,34.3,"M",1.17,"N",2.2,"K",,"T",,"M",19.4,18,86.8,100.8,-1,,,,,,,,,,,,,,,,,,,,,
123420.0000,6325.8,"N",1023.49,"E",1,9,32.5,"M",,"N",3.2,"K",,"T",,"M",19.5,18.5,86.8,100.8,-1.11,,,,,,,,,,,,,,,,,,,,,
123421.0000,6325.81,"N",1023.5,"E",1,9,31.9,"M",,"N",2.5,"K",,"T",,"M",19.5,18.6,86.8,100.9,-0.88,,,,,,,,,,,,,,,,,,,,,
123422.0000,6325.81,"N",1023.5,"E",1,9,31.3,"M",,"N",3.3,"K",,"T",,"M",19.5,18.6,86.8,100.9,-0.88,,,,,,,,,,,,,,,,,,,,,
123423.0000,6325.81,"N",1023.5,"E",1,9,31.8,"M",1.68,"N",3.1,"K",,"T",,"M",19.5,18.6,86.8,100.9,-1.11,,,,,,,,,,,,,,,,,,,,,
123424.0000,6325.8,"N",1023.5,"E",1,9,31,"M",1.11,"N",2.1,"K",,"T",,"M",19.5,18.6,86.8,100.9,-0.99,,,,,,,,,,,,,,,,,,,,,
123426.0000,6325.8,"N",1023.5,"E",1,9,29,"M",1.43,"N",2.6,"K",,"T",,"M",19.5,18.5,86.8,100.9,-0.88,,,,,,,,,,,,,,,,,,,,,
123428.0000,6325.8,"N",1023.5,"E",1,9,26.8,"M",,"N",1.3,"K",,"T",,"M",19.5,18.4,86.8,100.9,-1.22,,,,,,,,,,,,,,,,,,,,,
123429.0000,632123429,0,0,,,1023.5,3.5,9,,,"M",,"N",,,,19.5,18.2,86.8,100.9,-1.22,,,,,,,,,,,,,,,,,,,,,
123430.0000,6325.8,"N",1023.51,"E",1,9,24.4,"M",0.81,"N",1.5,"K",,"T",,"M",19.5,17.8,86.8,100.9,-1.99,,,,,,,,,,,,,,,,,,,,,
"123431.000123431.000",23431,6325.8,25.8,1023.51,23.51,0.51,73,2.3,3,,81,1.5,5,,"K",3,19.5,17.8,86.8,100.9,-1.11,,,,,,,,,,,,,,,,,,,,,
123433.0000,6325.8,"N",1023.51,"E",1,9,21.5,"M",1.06,"N",2,"K",,"T",,"M",19.5,17.8,86.8,100.9,-1.11,,,,,,,,,,,,,,,,,,,,,
123435.0000,6325.8,"N",1023.51,"E",1,9,21.7,"M",,"N",2.6,"K",,"T",,"M",19.5,17.8,86.8,100.9,-1.11,,,,,,,,,,,,,,,,,,,,,
123436.0000,6325.8,"N",1023.52,"E",1,9,22.5,"M",,"N",3.6,"K",,"T",,"M",19.5,17.8,86.8,100.9,-1.22,,,,,,,,,,,,,,,,,,,,,
123437.0000,6325.8,"N",1023.52,"E",1,9,21.9,"M",,437,7,0.8,28,"01023.5180 19.5","023.5180 19.5","80 19.5",19.5,17.8,86.8,100.9,-1.22,,,,,,,,,,,,,,,,,,,,,
123438.0000,6325.8,"N",1023.52,"E",1,9,22.3,"M",1.66,"N",3.1,"K",,"T",,"M",19.4,17.8,86.8,100.9,-1,,,,,,,,,,,,,,,,,,,,,
123439.0000,6325.8,"N",1023.52,"E",1,9,20.9,"M",0.74,"N",1.4,"K",,"T",,"M",19.3,17.7,86.8,100.9,-0.99,,,,,,,,,,,,,,,,,,,,,
123440.0000,6325.8,"N",1023.52,"E",1,9,23.9,"M",0.73,"N",1.3,"K",,"T",,"M",19.2,17.4,86.8,100.9,-0.99,,,,,,,,,,,,,,,,,,,,,
123441.0000,6325.8,"N",1023.53,"E",1,9,24.8,"M",1.16,"N","2.1123442.000",0,0,0.8,25,"01 19.1",19.1,17.5,86.8,100.9,-1.11,,,,,,,,,,,,,,,,,,,,,
123443.0000,6325.8,"N",1023.53,"E",1,9,23.5,"M",,"N",1.3,"K",,"T",,"M",19.2,17.5,86.8,100.9,-1.22,,,,,,,,,,,,,,,,,,,,,
123444.0000,6325.8,"N",1023.53,"E",1,9,23.2,"M",,"N",1.3,"K",,"T",,"M",19.4,17.5,86.8,100.9,-0.99,,,,,,,,,,,,,,,,,,,,,
